0 22.5
0.010101 22.5
0.020202 22.5
0.030303 22.5
0.040404 22.5
0.0505051 22.5
0.0606061 22.5
0.0707071 22.5
0.0808081 22.5
0.0909091 22.5
0.10101 22.5
0.111111 22.5
0.121212 22.5
0.131313 22.5
0.141414 22.5
0.151515 22.5
0.161616 22.5
0.171717 22.5
0.181818 22.5
0.191919 22.5
0.20202 22.5
0.212121 22.5
0.222222 22.5
0.232323 22.5
0.242424 22.5
0.252525 22.5
0.262626 22.5
0.272727 22.5
0.282828 22.5
0.292929 22.5
0.30303 22.5
0.313131 22.5
0.323232 22.5
0.333333 22.5
0.343434 22.5
0.353535 22.5
0.363636 22.5
0.373737 22.5
0.383838 22.5
0.393939 22.5
0.40404 22.5
0.414141 22.5
0.424242 22.5
0.434343 22.5
0.444444 22.5
0.454545 22.5
0.464646 22.5
0.474747 22.5
0.484848 22.5
0.494949 22.5
0.505051 22.5
0.515152 22.5
0.525253 22.5
0.535354 22.5
0.545455 22.5
0.555556 22.5
0.565657 22.5
0.575758 22.5
0.585859 22.5
0.59596 22.5
0.606061 22.5
0.616162 22.5
0.626263 22.5
0.636364 22.5
0.646465 22.5
0.656566 22.5
0.666667 22.5
0.676768 22.5
0.686869 22.5
0.69697 22.5
0.707071 22.5
0.717172 22.5
0.727273 22.5
0.737374 22.5
0.747475 22.5
0.757576 22.5
0.767677 22.5
0.777778 22.5
0.787879 22.5
0.79798 22.5
0.808081 22.5
0.818182 22.5
0.828283 22.5
0.838384 22.5
0.848485 22.5
0.858586 22.5
0.868687 22.5
0.878788 22.5
0.888889 22.5
0.89899 22.5
0.909091 22.5
0.919192 22.5
0.929293 22.5
0.939394 22.5
0.949495 22.5
0.959596 22.5
0.969697 22.5
0.979798 22.5
0.989899 22.5
1 22.5
